Date,Observed,Climatology
18-Sep-2019,0,0.0
19-Sep-2019,0,0.0
20-Sep-2019,0,0.0
21-Sep-2019,0,0.0
22-Sep-2019,0,0.0
23-Sep-2019,0,0.0
24-Sep-2019,0,0.0
25-Sep-2019,0,0.0
26-Sep-2019,0,0.0
27-Sep-2019,0,0.0
28-Sep-2019,0,0.0
29-Sep-2019,0,0.0
30-Sep-2019,0,0.0
1-Oct-2019,0,0.0
2-Oct-2019,0,0.0
3-Oct-2019,0,0.0
4-Oct-2019,0,0.0
5-Oct-2019,0,0.0
6-Oct-2019,0,0.0
7-Oct-2019,0,0.0
8-Oct-2019,0,0.0
9-Oct-2019,0,0.0
10-Oct-2019,0,0.1
11-Oct-2019,0,0.1
12-Oct-2019,0,0.1
13-Oct-2019,0,0.1
14-Oct-2019,0,0.1
15-Oct-2019,0,0.1
16-Oct-2019,0,0.1
17-Oct-2019,0,0.1
18-Oct-2019,0,0.1
19-Oct-2019,0,0.1
20-Oct-2019,0,0.1
21-Oct-2019,0,0.1
22-Oct-2019,0,0.2
23-Oct-2019,0,0.2
24-Oct-2019,0,0.4
25-Oct-2019,0,0.4
26-Oct-2019,0,0.4
27-Oct-2019,0,0.4
28-Oct-2019,0,0.4
29-Oct-2019,0,0.4
30-Oct-2019,0,0.5
31-Oct-2019,0,0.5
1-Nov-2019,0,0.6
2-Nov-2019,0,0.7
3-Nov-2019,0,0.9
4-Nov-2019,0,1.0
5-Nov-2019,0,1.0
6-Nov-2019,0,1.1
7-Nov-2019,0,1.1
8-Nov-2019,0,1.1
9-Nov-2019,0,1.1
10-Nov-2019,0,1.1
11-Nov-2019,0,1.1
12-Nov-2019,0,1.1
13-Nov-2019,0,1.1
14-Nov-2019,0,1.2
15-Nov-2019,0,1.3
16-Nov-2019,0,1.4
17-Nov-2019,0,1.6
18-Nov-2019,0,1.7
19-Nov-2019,0,1.9
20-Nov-2019,0,1.9
21-Nov-2019,0,1.9
22-Nov-2019,0,2.0
23-Nov-2019,0,2.1
24-Nov-2019,0,2.2
25-Nov-2019,0.8,2.3
26-Nov-2019,2.4,2.5
27-Nov-2019,3.2,2.7
28-Nov-2019,3.2,2.9
29-Nov-2019,3.2,2.9
30-Nov-2019,3.2,3.0
1-Dec-2019,3.2,3.0
2-Dec-2019,3.2,3.0
3-Dec-2019,3.2,3.0
4-Dec-2019,3.2,3.0
5-Dec-2019,3.2,3.1
6-Dec-2019,3.2,3.3
7-Dec-2019,3.2,3.9
8-Dec-2019,3.2,4.4
9-Dec-2019,3.2,4.9
10-Dec-2019,3.2,5.3
11-Dec-2019,3.2,5.5
12-Dec-2019,3.2,5.8
13-Dec-2019,3.2,5.9
14-Dec-2019,3.2,6.0
15-Dec-2019,3.2,6.1
16-Dec-2019,3.2,6.2
17-Dec-2019,3.2,6.2
18-Dec-2019,3.2,6.3
19-Dec-2019,3.2,6.3
20-Dec-2019,3.2,6.4
21-Dec-2019,3.2,6.5
22-Dec-2019,3.2,6.7
23-Dec-2019,3.2,7.0
24-Dec-2019,3.2,7.2
25-Dec-2019,3.2,7.5
26-Dec-2019,3.2,7.9
27-Dec-2019,3.7,8.5
28-Dec-2019,4.9,9.2
29-Dec-2019,6.7,9.9
30-Dec-2019,8.4,10.5
31-Dec-2019,9.3,11.1
1-Jan-2020,9.5,11.5
2-Jan-2020,9.7,12.1
3-Jan-2020,10.1,12.7
4-Jan-2020,10.1,13.5
5-Jan-2020,10.1,14.6
6-Jan-2020,10.1,15.6
7-Jan-2020,10.1,16.3
8-Jan-2020,10.1,17.0
9-Jan-2020,10.1,17.6
10-Jan-2020,10.1,18.2
11-Jan-2020,10.1,18.7
12-Jan-2020,10.1,19.1
13-Jan-2020,10.1,19.5
14-Jan-2020,10.1,20.1
15-Jan-2020,10.1,20.6
16-Jan-2020,10.1,21.2
17-Jan-2020,10.5,22.0
18-Jan-2020,12.2,22.8
19-Jan-2020,13.8,23.5
20-Jan-2020,14.1,23.8
21-Jan-2020,14.1,24.0
22-Jan-2020,14.1,24.1
23-Jan-2020,14.1,24.4
24-Jan-2020,14.1,24.8
25-Jan-2020,14.1,25.2
26-Jan-2020,14.4,25.7
27-Jan-2020,14.5,26.1
28-Jan-2020,14.5,26.7
29-Jan-2020,14.5,27.2
30-Jan-2020,14.5,27.7
31-Jan-2020,14.5,28.1
1-Feb-2020,14.5,28.7
2-Feb-2020,14.5,29.3
3-Feb-2020,14.5,29.9
4-Feb-2020,14.5,30.4
5-Feb-2020,14.5,31.0
6-Feb-2020,14.5,31.8
7-Feb-2020,14.5,32.5
8-Feb-2020,14.5,33.2
9-Feb-2020,14.7,33.8
10-Feb-2020,15.5,34.4
11-Feb-2020,17.3,34.9
12-Feb-2020,19.4,35.4
13-Feb-2020,20.9,35.9
14-Feb-2020,21.9,36.8
15-Feb-2020,22.8,37.6
16-Feb-2020,22.8,38.3
17-Feb-2020,22.8,38.8
18-Feb-2020,22.8,39.2
19-Feb-2020,22.8,39.4
20-Feb-2020,22.8,39.6
21-Feb-2020,23.0,39.9
22-Feb-2020,23.7,40.2
23-Feb-2020,24.6,40.6
24-Feb-2020,25.2,41.2
25-Feb-2020,25.6,42.1
26-Feb-2020,25.6,43.5
27-Feb-2020,25.6,44.7
28-Feb-2020,25.6,45.8
29-Feb-2020,25.6,45.8
1-Mar-2020,25.6,47.2
2-Mar-2020,25.6,48.3
3-Mar-2020,25.6,49.0
4-Mar-2020,25.6,49.6
5-Mar-2020,25.6,50.1
6-Mar-2020,25.6,50.8
7-Mar-2020,25.6,51.7
8-Mar-2020,25.6,52.7
9-Mar-2020,25.6,53.7
10-Mar-2020,25.6,54.5
11-Mar-2020,25.6,55.2
12-Mar-2020,25.6,55.9
13-Mar-2020,25.6,56.8
14-Mar-2020,25.6,57.5
15-Mar-2020,25.6,58.3
16-Mar-2020,26.1,59.0
17-Mar-2020,27.2,59.7
18-Mar-2020,27.7,60.1
19-Mar-2020,27.7,60.5
20-Mar-2020,27.7,60.8
21-Mar-2020,27.7,61.2
22-Mar-2020,27.7,61.8
23-Mar-2020,27.7,62.3
24-Mar-2020,27.7,62.7
25-Mar-2020,27.7,63.1
26-Mar-2020,27.7,63.5
27-Mar-2020,27.7,63.9
28-Mar-2020,27.7,64.3
29-Mar-2020,27.7,64.7
30-Mar-2020,27.7,65.1
31-Mar-2020,27.7,65.5
1-Apr-2020,27.7,65.8
2-Apr-2020,27.7,66.1
3-Apr-2020,27.7,66.4
4-Apr-2020,28.0,66.6
5-Apr-2020,29.6,66.9
6-Apr-2020,34.6,67.2
7-Apr-2020,39.9,67.4
8-Apr-2020,47.0,67.6
9-Apr-2020,52.0,67.9
10-Apr-2020,57.2,68.1
11-Apr-2020,59.7,68.3
12-Apr-2020,59.7,68.6
13-Apr-2020,59.7,68.7
14-Apr-2020,59.7,68.8
15-Apr-2020,59.7,68.9
16-Apr-2020,59.7,68.9
17-Apr-2020,59.7,69.0
18-Apr-2020,59.7,69.3
19-Apr-2020,59.7,69.6
20-Apr-2020,59.7,69.8
21-Apr-2020,59.7,70.0
22-Apr-2020,59.7,70.3
23-Apr-2020,59.7,70.7
24-Apr-2020,59.7,70.9
25-Apr-2020,59.7,71.0
26-Apr-2020,59.7,71.0
27-Apr-2020,59.7,71.0
28-Apr-2020,59.7,71.0
29-Apr-2020,59.7,71.0
30-Apr-2020,59.7,71.1
1-May-2020,59.7,71.1
2-May-2020,59.7,71.2
3-May-2020,59.7,71.2
4-May-2020,59.7,71.3
5-May-2020,59.7,71.3
6-May-2020,59.7,71.3
7-May-2020,59.7,71.4
8-May-2020,59.7,71.4
9-May-2020,59.7,71.4
10-May-2020,59.7,71.5
11-May-2020,59.7,71.5
12-May-2020,59.7,71.5
13-May-2020,59.7,71.5
14-May-2020,59.7,71.6
15-May-2020,59.7,71.6
16-May-2020,59.7,71.6
17-May-2020,59.7,71.6
18-May-2020,59.7,71.6
19-May-2020,59.7,71.6
20-May-2020,59.7,71.6
21-May-2020,59.7,71.6
22-May-2020,59.7,71.6
23-May-2020,59.7,71.6
24-May-2020,59.7,71.7
25-May-2020,59.7,71.7
26-May-2020,59.7,71.7
27-May-2020,59.7,71.7
28-May-2020,59.7,71.7
29-May-2020,59.7,71.7
30-May-2020,59.7,71.7
31-May-2020,59.7,71.7
1-Jun-2020,59.7,71.7
2-Jun-2020,59.7,71.7
3-Jun-2020,,71.7
4-Jun-2020,,71.7
5-Jun-2020,,71.8
6-Jun-2020,,71.8
7-Jun-2020,,71.9
8-Jun-2020,,72.0
9-Jun-2020,,72.0
10-Jun-2020,,72.0
11-Jun-2020,,72.1
12-Jun-2020,,72.2
13-Jun-2020,,72.3
14-Jun-2020,,72.4
15-Jun-2020,,72.4
16-Jun-2020,,72.4
17-Jun-2020,,72.4
18-Jun-2020,,72.4
19-Jun-2020,,72.4
20-Jun-2020,,72.4
21-Jun-2020,,72.4
22-Jun-2020,,72.4
23-Jun-2020,,72.4
24-Jun-2020,,72.4
25-Jun-2020,,72.4
26-Jun-2020,,72.4
27-Jun-2020,,72.4
28-Jun-2020,,72.4
29-Jun-2020,,72.4
30-Jun-2020,,72.4
